Year,Month,Day,Time,Flight_Time_(s),Sync,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Quat_1,Quat_2,Quat_3,Quat_4,Aux_Volts,Current
2026,4,7,13:00:28.882,-1.962,193,0.0,0.2,0.0,-0.11,0.02,0.99,1.00000,0.00003,0.00010,0.00003,0.055,0.0260
2026,4,7,13:00:28.884,-1.960,195,0.0,0.2,-0.1,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00003,0.055,0.0250
2026,4,7,13:00:28.886,-1.958,197,0.0,0.1,-0.1,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00003,0.055,0.0390
2026,4,7,13:00:28.888,-1.956,199,0.0,0.1,-0.1,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00003,0.055,0.0280
2026,4,7,13:00:28.890,-1.954,201,0.0,0.1,-0.1,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00000,0.055,0.0280
2026,4,7,13:00:28.892,-1.952,203,0.0,0.1,-0.3,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00000,0.055,0.0230
2026,4,7,13:00:28.894,-1.950,205,0.0,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00000,0.056,0.0330
2026,4,7,13:00:28.896,-1.948,207,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00010,0.00000,0.055,0.0330
2026,4,7,13:00:28.898,-1.946,209,0.0,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.056,0.0310
2026,4,7,13:00:28.900,-1.944,211,0.0,0.1,-0.2,-0.12,0.01,0.98,1.00000,0.00003,0.00013,0.00000,0.055,0.0330
2026,4,7,13:00:28.902,-1.942,213,0.0,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.055,0.0260
2026,4,7,13:00:28.904,-1.940,215,0.0,0.2,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.055,0.0280
2026,4,7,13:00:28.906,-1.938,217,-0.1,0.2,-0.3,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.055,0.0230
2026,4,7,13:00:28.908,-1.936,219,0.0,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.055,0.0250
2026,4,7,13:00:28.910,-1.934,221,0.0,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00003,0.00013,0.00000,0.055,0.0260
2026,4,7,13:00:28.912,-1.932,223,0.0,0.1,-0.3,-0.12,0.01,0.98,1.00000,0.00003,0.00013,0.00000,0.055,0.0340
2026,4,7,13:00:28.914,-1.930,225,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,0.00000,0.055,0.0340
2026,4,7,13:00:28.916,-1.928,227,-0.1,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,0.00000,0.055,0.0230
2026,4,7,13:00:28.918,-1.926,229,0.0,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,0.00000,0.055,0.0260
2026,4,7,13:00:28.920,-1.924,231,0.0,0.0,-0.3,-0.12,0.01,0.99,1.00000,0.00000,0.00013,0.00000,0.056,0.0360
2026,4,7,13:00:28.922,-1.922,233,0.0,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,-0.00003,0.055,0.0280
2026,4,7,13:00:28.924,-1.920,235,-0.1,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,-0.00003,0.055,0.0330
2026,4,7,13:00:28.926,-1.918,237,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,-0.00003,0.055,0.0340
2026,4,7,13:00:28.928,-1.916,239,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00013,-0.00003,0.055,0.0360
2026,4,7,13:00:28.930,-1.914,241,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00003,0.055,0.0310
2026,4,7,13:00:28.932,-1.912,243,-0.1,0.2,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00003,0.055,0.0310
2026,4,7,13:00:28.934,-1.910,245,-0.1,0.0,-0.2,-0.12,0.01,0.98,1.00000,0.00000,0.00017,-0.00003,0.055,0.0260
2026,4,7,13:00:28.936,-1.908,247,-0.1,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00003,0.055,0.0330
2026,4,7,13:00:28.938,-1.906,249,0.0,0.0,-0.2,-0.12,0.01,0.98,1.00000,0.00000,0.00017,-0.00003,0.055,0.0330
2026,4,7,13:00:28.940,-1.904,1,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00003,0.055,0.0260
2026,4,7,13:00:28.942,-1.902,3,-0.1,0.1,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.055,0.0390
2026,4,7,13:00:28.944,-1.900,5,-0.1,0.0,0.0,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.055,0.0310
2026,4,7,13:00:28.946,-1.898,7,-0.3,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.055,0.0300
2026,4,7,13:00:28.948,-1.896,9,-0.1,0.0,-0.2,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.055,0.0310
2026,4,7,13:00:28.950,-1.894,11,-0.1,0.1,-0.3,-0.12,0.01,0.98,1.00000,0.00000,0.00017,-0.00007,0.055,0.0260
2026,4,7,13:00:28.952,-1.892,13,-0.1,0.1,-0.3,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.055,0.0310
2026,4,7,13:00:28.954,-1.890,15,-0.3,0.0,-0.4,-0.12,0.01,0.99,1.00000,0.00000,0.00017,-0.00007,0.056,0.0260
2026,4,7,13:00:28.956,-1.888,17,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00010,0.055,0.0330
2026,4,7,13:00:28.958,-1.886,19,-0.1,0.1,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00010,0.055,0.0260
2026,4,7,13:00:28.960,-1.884,21,-0.1,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00010,0.056,0.0360
2026,4,7,13:00:28.962,-1.882,23,-0.3,0.1,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00010,0.055,0.0310
2026,4,7,13:00:28.964,-1.880,25,-0.1,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00010,0.056,0.0340
2026,4,7,13:00:28.966,-1.878,27,-0.1,0.1,-0.3,-0.12,0.01,0.98,1.00000,-0.00003,0.00017,-0.00013,0.056,0.0360
2026,4,7,13:00:28.968,-1.876,29,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00013,0.055,0.0230
2026,4,7,13:00:28.970,-1.874,31,-0.1,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00003,0.00017,-0.00013,0.055,0.0390
2026,4,7,13:00:28.972,-1.872,33,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00007,0.00017,-0.00013,0.055,0.0380
2026,4,7,13:00:28.974,-1.870,35,-0.3,0.0,-0.4,-0.12,0.01,0.99,1.00000,-0.00007,0.00017,-0.00013,0.055,0.0330
2026,4,7,13:00:28.976,-1.868,37,-0.1,0.0,-0.3,-0.12,0.01,0.98,1.00000,-0.00007,0.00017,-0.00013,0.055,0.0280
2026,4,7,13:00:28.978,-1.866,39,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00007,0.00017,-0.00017,0.055,0.0280
2026,4,7,13:00:28.980,-1.864,41,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00007,0.00017,-0.00017,0.055,0.0340
2026,4,7,13:00:28.982,-1.862,43,-0.1,0.0,-0.3,-0.12,0.01,0.98,1.00000,-0.00007,0.00017,-0.00017,0.056,0.0280
2026,4,7,13:00:28.984,-1.860,45,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00007,0.00017,-0.00017,0.055,0.0330
2026,4,7,13:00:28.986,-1.858,47,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00017,0.056,0.0310
2026,4,7,13:00:28.988,-1.856,49,-0.4,0.0,-0.4,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00020,0.055,0.0300
2026,4,7,13:00:28.990,-1.854,51,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00020,0.055,0.0330
2026,4,7,13:00:28.992,-1.852,53,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00020,0.056,0.0280
2026,4,7,13:00:28.994,-1.850,55,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00020,0.055,0.0260
2026,4,7,13:00:28.996,-1.848,57,-0.1,0.0,-0.2,-0.12,0.01,0.99,1.00000,-0.00010,0.00017,-0.00020,0.055,0.0280
2026,4,7,13:00:28.998,-1.846,59,-0.1,0.1,-0.3,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00020,0.055,0.0340
2026,4,7,13:00:29.000,-1.844,61,-0.3,0.0,-0.2,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00023,0.056,0.0340
2026,4,7,13:00:29.002,-1.842,63,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00023,0.055,0.0340
2026,4,7,13:00:29.004,-1.840,65,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00023,0.055,0.0280
2026,4,7,13:00:29.006,-1.838,67,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00023,0.055,0.0300
2026,4,7,13:00:29.008,-1.836,69,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00013,0.00017,-0.00023,0.055,0.0250
2026,4,7,13:00:29.010,-1.834,71,-0.3,0.0,-0.2,-0.12,0.01,0.99,1.00000,-0.00017,0.00017,-0.00023,0.055,0.0250
2026,4,7,13:00:29.012,-1.832,73,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00017,0.00017,-0.00027,0.056,0.0300
2026,4,7,13:00:29.014,-1.830,75,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00017,0.00017,-0.00027,0.055,0.0390
2026,4,7,13:00:29.016,-1.828,77,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00017,0.00017,-0.00027,0.055,0.0250
2026,4,7,13:00:29.018,-1.826,79,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00017,0.00017,-0.00027,0.055,0.0310
2026,4,7,13:00:29.020,-1.824,81,-0.4,-0.1,-0.3,-0.12,0.00,0.99,1.00000,-0.00017,0.00017,-0.00027,0.055,0.0280
2026,4,7,13:00:29.022,-1.822,83,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00020,0.00017,-0.00027,0.055,0.0250
2026,4,7,13:00:29.024,-1.820,85,-0.3,-0.1,-0.3,-0.12,0.01,0.99,1.00000,-0.00020,0.00017,-0.00030,0.055,0.0330
2026,4,7,13:00:29.026,-1.818,87,-0.3,0.0,-0.3,-0.12,0.01,0.99,1.00000,-0.00020,0.00017,-0.00030,0.055,0.0300
2026,4,7,13:00:29.028,-1.816,89,-0.4,0.0,-0.3,-0.12,0.00,0.99,0.99997,-0.00020,0.00017,-0.00030,0.055,0.0310
2026,4,7,13:00:29.030,-1.814,91,-0.3,-0.1,-0.2,-0.12,0.01,0.99,0.99997,-0.00020,0.00017,-0.00030,0.055,0.0390
2026,4,7,13:00:29.032,-1.812,93,-0.3,0.0,-0.4,-0.12,0.00,0.99,0.99997,-0.00023,0.00017,-0.00030,0.055,0.0310
2026,4,7,13:00:29.034,-1.810,95,-0.3,0.0,-0.3,-0.12,0.00,0.99,0.99997,-0.00023,0.00017,-0.00033,0.055,0.0310
2026,4,7,13:00:29.036,-1.808,97,-0.3,-0.1,-0.3,-0.12,0.00,0.99,0.99997,-0.00023,0.00017,-0.00033,0.055,0.0260
2026,4,7,13:00:29.038,-1.806,99,-0.3,0.0,-0.3,-0.12,0.01,0.99,0.99997,-0.00023,0.00017,-0.00033,0.055,0.0360
2026,4,7,13:00:29.040,-1.804,101,-0.4,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00023,0.00017,-0.00033,0.055,0.0220
2026,4,7,13:00:29.042,-1.802,103,-0.4,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00033,0.055,0.0280
2026,4,7,13:00:29.044,-1.800,105,-0.3,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00033,0.055,0.0260
2026,4,7,13:00:29.046,-1.798,107,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00037,0.055,0.0300
2026,4,7,13:00:29.048,-1.796,109,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00037,0.055,0.0200
2026,4,7,13:00:29.050,-1.794,111,-0.3,0.1,-0.4,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00037,0.055,0.0200
2026,4,7,13:00:29.052,-1.792,113,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00027,0.00017,-0.00037,0.055,0.0220
2026,4,7,13:00:29.054,-1.790,115,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00040,0.055,0.0280
2026,4,7,13:00:29.056,-1.788,117,-0.1,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00040,0.055,0.0300
2026,4,7,13:00:29.058,-1.786,119,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00040,0.055,0.0310
2026,4,7,13:00:29.060,-1.784,121,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00040,0.055,0.0360
2026,4,7,13:00:29.062,-1.782,123,-0.3,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00043,0.055,0.0280
2026,4,7,13:00:29.064,-1.780,125,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00043,0.055,0.0310
2026,4,7,13:00:29.066,-1.778,127,-0.1,0.0,-0.4,-0.11,0.00,0.99,0.99997,-0.00030,0.00017,-0.00043,0.056,0.0300
2026,4,7,13:00:29.068,-1.776,129,-0.3,-0.1,-0.3,-0.11,0.00,0.99,0.99997,-0.00033,0.00017,-0.00043,0.055,0.0280
2026,4,7,13:00:29.070,-1.774,131,-0.3,-0.1,-0.3,-0.12,0.00,0.99,0.99997,-0.00033,0.00017,-0.00043,0.055,0.0330
2026,4,7,13:00:29.072,-1.772,133,-0.3,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00033,0.00017,-0.00047,0.055,0.0250
2026,4,7,13:00:29.074,-1.770,135,-0.3,-0.1,-0.2,-0.12,0.00,0.99,0.99997,-0.00033,0.00017,-0.00047,0.055,0.0280
2026,4,7,13:00:29.076,-1.768,137,-0.3,-0.1,-0.2,-0.12,0.00,0.99,0.99997,-0.00033,0.00017,-0.00047,0.055,0.0280
2026,4,7,13:00:29.078,-1.766,139,-0.4,0.0,-0.3,-0.12,0.00,0.99,0.99997,-0.00033,0.00017,-0.00047,0.056,0.0360
2026,4,7,13:00:29.080,-1.764,141,-0.3,-0.1,-0.2,-0.12,0.00,0.99,0.99997,-0.00037,0.00017,-0.00047,0.056,0.0410
2026,4,7,13:00:29.082,-1.762,143,-0.4,-0.1,-0.2,-0.12,0.00,0.99,0.99997,-0.00037,0.00017,-0.00047,0.055,0.0200
2026,4,7,13:00:29.084,-1.760,145,-0.1,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00037,0.00017,-0.00047,0.055,0.0250
2026,4,7,13:00:29.086,-1.758,147,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00037,0.00013,-0.00047,0.055,0.0380
2026,4,7,13:00:29.088,-1.756,149,-0.3,-0.1,0.0,-0.11,0.00,0.99,0.99997,-0.00037,0.00013,-0.00047,0.056,0.0280
2026,4,7,13:00:29.090,-1.754,151,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00037,0.00013,-0.00050,0.055,0.0220
2026,4,7,13:00:29.092,-1.752,153,-0.3,-0.1,0.0,-0.11,0.00,0.99,0.99997,-0.00040,0.00013,-0.00050,0.055,0.0310
2026,4,7,13:00:29.094,-1.750,155,-0.3,-0.1,0.0,-0.12,0.00,0.99,0.99997,-0.00040,0.00013,-0.00050,0.055,0.0280
2026,4,7,13:00:29.096,-1.748,157,-0.3,-0.1,0.0,-0.11,0.00,0.99,0.99997,-0.00040,0.00013,-0.00050,0.055,0.0260
2026,4,7,13:00:29.098,-1.746,159,-0.3,-0.1,0.0,-0.11,0.00,0.99,0.99997,-0.00040,0.00013,-0.00050,0.055,0.0280
2026,4,7,13:00:29.100,-1.744,161,-0.3,-0.1,0.0,-0.11,0.00,0.99,0.99997,-0.00040,0.00013,-0.00050,0.055,0.0300
2026,4,7,13:00:29.102,-1.742,163,-0.4,0.0,0.0,-0.11,0.00,0.99,0.99997,-0.00043,0.00013,-0.00050,0.055,0.0330
2026,4,7,13:00:29.104,-1.740,165,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00043,0.00013,-0.00050,0.055,0.0340
2026,4,7,13:00:29.106,-1.738,167,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00043,0.00013,-0.00050,0.055,0.0380
2026,4,7,13:00:29.108,-1.736,169,-0.4,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00043,0.00013,-0.00050,0.055,0.0250
2026,4,7,13:00:29.110,-1.734,171,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00043,0.00013,-0.00050,0.055,0.0330
2026,4,7,13:00:29.112,-1.732,173,-0.3,0.0,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00013,-0.00050,0.056,0.0340
2026,4,7,13:00:29.114,-1.730,175,-0.3,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00013,-0.00050,0.056,0.0360
2026,4,7,13:00:29.116,-1.728,177,-0.3,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00047,0.00013,-0.00053,0.056,0.0330
2026,4,7,13:00:29.118,-1.726,179,0.0,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00013,-0.00053,0.055,0.0330
2026,4,7,13:00:29.120,-1.724,181,-0.3,0.0,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00013,-0.00053,0.055,0.0380
2026,4,7,13:00:29.122,-1.722,183,-0.1,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00010,-0.00053,0.055,0.0250
2026,4,7,13:00:29.124,-1.720,185,-0.1,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00047,0.00010,-0.00053,0.055,0.0330
2026,4,7,13:00:29.126,-1.718,187,-0.1,-0.1,-0.3,-0.11,0.00,0.99,0.99997,-0.00047,0.00010,-0.00053,0.055,0.0330
2026,4,7,13:00:29.128,-1.716,189,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00047,0.00010,-0.00053,0.056,0.0260
2026,4,7,13:00:29.130,-1.714,191,-0.1,0.0,-0.3,-0.11,0.00,0.98,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0390
2026,4,7,13:00:29.132,-1.712,193,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0310
2026,4,7,13:00:29.134,-1.710,195,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0300
2026,4,7,13:00:29.136,-1.708,197,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0310
2026,4,7,13:00:29.138,-1.706,199,-0.1,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0390
2026,4,7,13:00:29.140,-1.704,201,-0.1,0.0,-0.2,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00057,0.055,0.0360
2026,4,7,13:00:29.142,-1.702,203,0.0,0.0,-0.3,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0310
2026,4,7,13:00:29.144,-1.700,205,-0.1,-0.1,-0.2,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0360
2026,4,7,13:00:29.146,-1.698,207,-0.1,0.0,0.0,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0410
2026,4,7,13:00:29.148,-1.696,209,0.0,0.0,-0.2,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0300
2026,4,7,13:00:29.150,-1.694,211,-0.1,0.0,-0.3,-0.11,0.00,0.98,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0260
2026,4,7,13:00:29.152,-1.692,213,-0.1,0.0,-0.2,-0.11,0.00,0.99,0.99997,-0.00050,0.00010,-0.00060,0.055,0.0310
