Uptime,Year,Month,Day,Hour,Minute,Second,Servo Position (deg),Scale Value (grams),MMA8451 Raw Count X,MMA8451 Raw Count Y,MMA8451 Raw Count Z,MMA8451 Acceleration X (m/s^2),MMA8451 Acceleration Y (m/s^2),MMA8451 Acceleration Z (m/s^2),MMA8451 Orientation,SABOT Switch 1,SABOT Switch 2,SABOT Switch 3,Phototransistor,NTC Thermistor,MS5607 Altitude (meters),MS5607 Temperature (Deg C),MS5607 Pressure (mBar),SHTC3 Temperature (Deg C),SHTC3 Humidity (%RH),LIS3MDL Raw Count X,LIS3MDL Raw Count Y,LIS3MDL Raw Count Z,LIS3MDL Field X (uTesla),LIS3MDL Field Y (uTesla),LIS3MDL Field Z (uTesla),LSM6DSL Acceleration X (g),LSM6DSL Acceleration Y (g),LSM6DSL Acceleration Z (g),LSM6DSL Gyro X (dps),LSM6DSL Gyro Y (dps),LSM6DSL Gyro Z (dps),USB Detect,Logical Battery Voltage (V),Logical Battery Shunt (mV),Logical Battery Current (mA),Servo Battery Voltage (V),Servo Battery Shunt (mV),Servo Battery Current (mA),COTS Battery Voltage (V),COTS Battery Shunt (mV),COTS Battery Current (mA),Log Count,Log Time (ms)
4902494,2000,1,3,19,33,5,83,8388.61,1018,172,-5,9.76,1.65,-0.07,5,0,0,0,1002,312,1525.81,42.24,,41.61,9.85,-19586,6459,20536,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.69,47.1,0.02,4.67,-0.2,4.13,0.6,6,4559,170
4902713,2000,1,3,19,33,5,83,8388.61,1026,169,-6,9.81,1.59,-0.09,5,0,0,0,1002,312,1526.15,42.24,860.86,41.57,9.82,-22914,6541,8745,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.73,47.2,0.01,4.72,-0.2,4.13,0.6,6,4560,213
4902977,2000,1,3,19,33,6,83,8388.2,1021,169,-7,9.8,1.64,-0.08,5,0,0,0,1002,312,1526.58,42.24,860.81,41.61,9.81,-19586,6459,-25823,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0,1,4.07,4.69,47.2,0.01,4.7,-0.2,4.13,0.6,6,4561,256
4903284,2000,1,3,19,33,6,83,8388.6,1019,174,-9,9.77,1.58,-0.07,5,0,0,0,1002,312,1526.56,42.24,860.82,41.57,9.83,-22658,6588,-31697,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.07,4.69,47.2,0.02,4.73,-0.3,4.13,0.6,5.9,4562,213
4903546,2000,1,3,19,33,6,83,8388.61,1019,170,-5,9.82,1.55,-0.05,5,0,0,0,1002,312,1526.54,42.25,860.83,41.61,9.87,-19586,6459,-26295,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.74,47.4,0.02,4.73,-0.4,4.13,0.58,5.9,4563,168
4903763,2000,1,3,19,33,7,83,8388.61,1021,170,-5,9.75,1.64,-0.11,5,0,0,0,1002,312,1525.98,42.26,860.88,41.61,9.85,-18818,6606,-23235,-422.32,0.48,0,0.19,0.99,,-3.05,1.16,0,1,4.07,4.7,47.5,0.01,4.74,-0.3,4.14,0.61,6.1,4564,168
4903983,2000,1,3,19,33,7,83,7549.75,1020,167,-6,9.79,1.63,-0.06,5,0,0,0,1002,312,1526.94,42.25,860.79,41.6,9.87,-20354,6504,-7099,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.75,46.6,0.02,4.67,-0.2,4.13,0.61,6,4565,213
4904245,2000,1,3,19,33,7,83,8388.61,1021,172,-8,9.76,1.62,-0.07,5,0,0,0,1002,312,1526.52,42.26,860.83,41.6,9.87,-20098,6489,-26295,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.74,47,0.02,4.74,-0.1,4.13,0.59,5.7,4566,168
4904464,2000,1,3,19,33,7,83,8388.61,1020,171,-7,9.75,1.6,-0.09,5,0,0,0,1002,312,1526.79,42.26,860.81,41.6,9.88,-20354,6504,23885,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.72,47,0.02,4.73,-0.2,4.14,0.6,5.9,4567,168
4904683,2000,1,3,19,33,7,83,8387.98,1017,136,-7,9.83,1.59,-0.08,5,0,0,0,1002,312,1526.17,42.26,860.86,41.6,9.87,-20098,6489,-26295,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0,1,4.08,4.62,47.6,0.02,4.72,-0.2,4.13,0.61,5.7,4568,256
4904988,2000,1,3,19,33,8,83,8178.69,1021,167,-4,9.8,1.62,-0.06,5,0,0,0,1002,312,1526.32,42.26,860.85,41.61,9.9,-18818,6606,12124,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0,1,4.08,4.69,47.2,0.02,4.72,,4.13,0.67,6.8,4569,211
4905248,2000,1,3,19,33,8,83,8178.69,1022,172,-13,9.78,1.68,-0.1,5,0,0,0,1002,311,1526.47,42.27,860.84,41.62,9.89,-17794,6579,-27052,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.73,46.9,0.01,4.73,-0.2,4.13,0.7,6.7,4570,211
4905508,2000,1,3,19,33,8,83,8388.61,1021,167,-8,9.77,1.61,-0.11,5,0,0,0,1002,311,1525.98,42.27,860.88,41.58,9.88,-22146,6563,23885,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.73,46.7,0.01,4.73,-0.5,4.13,0.73,6.9,4571,168
4905725,2000,1,3,19,33,8,83,8388.61,1021,170,-12,9.76,1.64,-0.04,5,0,0,0,1002,311,1525.98,42.28,860.89,41.62,9.88,-18050,6624,3662,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.07,4.7,47.1,0.02,4.71,-0.2,4.13,0.66,6.7,4572,170
4905945,2000,1,3,19,33,9,83,8388.61,1024,165,-8,9.83,1.61,-0.1,5,0,0,0,1002,311,1526.02,42.28,860.88,,9.88,-17026,6436,21072,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.71,47,0.01,4.71,-0.1,4.14,0.73,7,4573,170
4906164,2000,1,3,19,33,9,83,8388.61,1023,173,-10,9.77,1.61,-0.06,5,0,0,0,1002,311,1526.09,42.28,860.88,41.61,9.89,-18818,6606,-2986,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.12,1,4.07,4.69,47.5,0.02,4.73,-0.3,4.13,0.66,6.9,4574,168
4906383,2000,1,3,19,33,9,83,8388.61,1020,172,-9,9.78,1.62,-0.06,5,0,0,0,1002,311,1526.69,42.28,860.83,41.62,9.91,-18050,6624,21348,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.67,47.8,0.02,4.77,-0.1,4.13,0.68,6.9,4575,168
4906602,2000,1,3,19,33,9,83,8387.79,1021,171,0,9.83,1.6,-0.1,5,0,0,0,1002,311,1526.58,42.28,860.83,41.67,9.89,-13698,6475,-15017,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0,1,4.07,4.74,47,0.02,4.74,-0.2,4.13,0.66,6.9,4576,213
4906864,2000,1,3,19,33,10,83,8388.61,1022,171,-2,9.76,1.63,0,5,0,0,0,1002,311,1526.4,42.28,860.85,41.65,9.91,-15234,6484,25189,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.68,47,0.01,4.75,-0.2,4.13,0.73,7.3,4577,213
4907126,2000,1,3,19,33,10,83,8388.2,1020,171,-5,9.77,1.59,-0.09,5,0,0,0,1002,311,1526.83,42.28,860.81,41.61,9.88,-19330,6572,23885,-422.32,0.48,0,0.19,0.99,0.05,,1.1,0.06,1,4.07,4.7,47.3,0.02,4.72,0.1,4.13,0.66,6.9,4578,215
4907390,2000,1,3,19,33,10,83,8178.48,1022,169,-13,9.82,1.63,-0.06,5,0,0,0,1002,311,1526.46,42.28,860.85,41.66,9.91,-14722,6454,25189,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.12,1,4.08,4.68,47.6,0.01,4.76,-0.2,4.13,0.69,6.9,4579,211
4907651,2000,1,3,19,33,10,83,8388.61,1019,171,-2,9.75,1.65,-0.13,5,0,0,0,1002,311,1526.75,42.29,860.82,41.65,9.92,-15234,6484,8041,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.7,47.8,0.01,4.76,0.1,4.14,0.68,7.1,4580,165
4907868,2000,1,3,19,33,11,83,8388.61,1026,166,-5,9.8,1.62,-0.03,5,0,0,0,1002,311,1526.46,42.3,860.85,41.66,9.92,-14466,6407,32107,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.72,47.6,0.01,4.74,-0.3,4.13,0.65,7.1,4581,168
4908087,2000,1,3,19,33,11,83,8388.61,1022,167,-9,9.75,1.65,-0.11,5,0,0,0,1002,311,1526.51,42.3,860.85,41.65,9.95,-15490,6595,3962,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.7,47,0.01,4.71,-0.2,4.14,0.66,6.4,4582,168
4908306,2000,1,3,19,33,11,83,8388.61,1021,170,-6,9.79,1.62,-0.06,5,0,0,0,1002,310,1526.65,42.3,860.84,41.64,9.97,-16258,6544,11148,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.73,47.4,0.02,4.71,0.1,,0.63,6.5,4583,213
4908568,2000,1,3,19,33,11,83,8388.2,1021,171,-11,9.78,1.61,-0.08,5,0,0,0,1002,310,1526.3,42.3,860.87,41.66,9.98,-14722,6454,18067,-422.32,0.48,0,0.19,1,0.05,-3.05,1.16,0.06,1,4.08,4.71,47.2,0.02,4.72,0,4.13,0.73,6.8,4584,213
4908832,2000,1,3,19,33,12,83,8178.48,1021,171,-12,9.8,1.61,-0.11,5,0,0,0,1002,310,1526.67,42.3,860.83,41.66,9.97,-14722,6454,-17269,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.09,0.06,1,4.07,4.74,47.1,0.01,4.7,-0.3,4.13,0.66,6.6,4585,209
4909092,2000,1,3,19,33,12,83,8178.48,1021,170,-7,9.76,1.63,-0.04,5,0,0,0,1002,310,1526.82,42.3,860.82,41.66,9.97,-13954,6424,-17269,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.66,47.5,0.02,4.75,0,4.13,0.67,7.1,4586,209
4909352,2000,1,3,19,33,12,83,8388.61,1023,171,-4,9.79,1.62,-0.06,5,0,0,0,1002,310,1526.58,42.31,860.85,41.68,9.71,-12674,6543,-21076,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.69,47.5,0.02,4.74,-0.2,4.13,0.66,6.4,4587,166
4909568,2000,1,3,19,33,12,83,8388.61,1022,167,-8,9.77,1.61,-0.04,5,0,0,0,1002,310,1526.91,42.32,860.82,41.68,10.02,-12162,6611,27048,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.7,47.5,0.02,4.75,-0.4,4.14,0.66,6.4,4588,169
4909787,2000,1,3,19,33,13,83,8388.61,1015,170,-3,,1.61,-0.11,5,0,0,0,1002,310,1526.53,42.32,860.85,41.71,10,-9602,6408,26780,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.07,4.68,47.9,0.02,4.71,-0.2,4.13,0.7,7.1,4589,170
4910006,2000,1,3,19,33,13,83,8388.61,1024,167,-6,9.8,1.62,-0.04,5,0,0,0,1002,310,1526.78,42.32,860.83,41.68,10.02,-12674,6543,-21076,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.68,47.6,0.02,4.72,-0.3,4.13,0.64,6.3,4590,170
4910225,2000,1,3,19,33,13,83,8388.58,1022,167,-7,9.75,1.65,-0.07,5,0,0,0,1002,310,1526.48,42.32,860.86,41.67,10,-13442,6522,-12128,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.71,47.5,0.02,4.74,-0.2,4.13,0.69,7.2,4591,213
4910487,2000,1,3,19,33,13,83,8388.6,1015,172,-9,9.8,1.59,-0.11,5,0,0,0,1002,310,1526.56,42.32,860.85,41.7,10.03,-10370,6468,-16205,-422.32,0.48,0,0.19,0.99,0.05,-3.11,,0.06,1,4.08,4.72,47.4,0.01,4.72,0,4.14,0.66,6.5,4592,213
4910751,2000,1,3,19,33,13,83,8388.61,1022,169,-12,9.77,1.62,-0.06,5,0,0,0,1002,310,1526.32,42.32,860.88,41.66,10.03,-14722,6454,-27728,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.72,47.1,0.02,4.73,-0.3,4.13,0.74,7.1,4593,166
4910968,2000,1,3,19,33,14,83,8388.61,1022,164,-8,9.79,1.57,-0.08,5,0,0,0,1002,309,1526.85,42.33,860.83,41.74,10.04,-7042,6610,13750,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.73,47.1,0.02,4.7,-0.1,4.13,0.65,6.6,4594,168
4911187,2000,1,3,19,33,14,83,7549.73,1024,170,-6,9.79,1.65,-0.12,5,0,0,0,1002,309,1526.77,42.32,860.84,41.71,10.05,-9346,6457,-4420,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.07,4.65,47.2,0.01,4.67,-0.3,4.13,0.65,6.6,4595,256
4912699,2000,1,3,19,33,15,115,8388.61,1023,169,-10,9.78,1.6,-0.07,5,0,0,0,1002,309,1526.29,42.3,860.87,41.7,10.07,-10882,6438,5836,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.73,47.4,0.01,4.71,-0.2,4.13,0.67,7.1,4596,162
4912910,2000,1,3,19,33,16,115,8388.4,1018,170,-7,9.76,1.63,-0.04,5,0,0,0,1002,309,1526.35,42.32,860.87,41.7,10.07,-10882,6438,-20278,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.73,47.1,0.01,4.72,-0.1,4.13,,7.5,4597,213
4913172,2000,1,3,19,33,16,115,8385.33,1020,170,-13,9.8,1.62,-0.06,5,0,0,0,1002,309,1525.93,42.33,860.91,41.69,10.09,-11138,6423,-3110,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.7,47.7,0.02,4.71,-0.1,4.13,0.71,7,4598,258
4913479,2000,1,3,19,33,16,115,8388.61,1021,170,-4,9.8,1.6,-0.07,5,0,0,0,1002,309,1526.47,42.34,860.87,41.72,10.08,-9090,6574,19154,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.7,47.5,0.01,4.7,-0.3,4.13,0.71,6.7,4599,170
4913698,2000,1,3,19,33,16,115,8388.61,1024,168,-14,9.82,1.62,-0.05,5,0,0,0,1002,309,1526.81,42.35,860.84,41.69,10.08,-11138,6423,-4908,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.67,47.2,0.02,4.72,-0.1,4.13,0.7,6.7,4600,170
4913917,2000,1,3,19,33,17,115,8387.79,1023,169,-13,9.77,1.62,-0.11,5,0,0,0,1002,309,1526.47,42.34,860.87,41.68,10.07,-12162,6609,5836,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.07,4.69,47.8,0.02,4.74,-0.1,4.13,0.7,7,4601,213
4914180,2000,1,3,19,33,17,115,8388.61,1022,171,-9,9.77,1.65,-0.03,5,0,0,0,1002,309,1526.81,42.35,860.84,41.7,10.08,-10370,6468,-4908,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.68,47.2,0.01,4.72,-0.1,4.14,0.68,6.8,4602,213
4914444,2000,1,3,19,33,17,115,8388.61,1019,167,-9,9.8,,-0.04,5,0,0,0,1002,309,1526.28,42.35,860.89,41.72,10.06,-8578,6604,-20540,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0,1,4.07,4.69,47.4,0.02,4.72,-0.3,4.14,0.67,7.3,4603,256
4914751,2000,1,3,19,33,17,115,8388.61,1019,169,-8,9.76,1.64,-0.09,5,0,0,0,1002,309,1526.78,42.35,860.85,41.71,10.05,-9346,6457,-4420,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.68,47.4,0.02,4.73,-0.3,4.13,0.67,6.38,4604,213
4915013,2000,1,3,19,33,18,115,8388.61,1061,200,-2,9.4,0.81,-0.36,5,0,0,0,1002,309,1526.66,42.36,860.86,41.73,10.07,-7810,6439,-20278,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,47.6,0.01,4.75,0,4.1,16.81,202.8,4605,170
4915232,2000,1,3,19,33,18,115,8386.97,980,56,-30,9.89,2.7,0.21,5,0,0,0,1002,309,1526.68,42.36,860.86,41.72,10.08,-8322,6653,6609,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0,1,4.08,4.74,47,0.01,4.73,-0.3,4.13,18.61,153.3,4606,213
4915496,2000,1,3,19,33,18,115,8388.61,1020,173,-9,9.79,1.59,-0.09,5,0,0,0,1002,309,1526.64,42.37,860.87,41.71,10.08,-9346,6457,31699,-422.32,0.48,0,0.19,1,0.05,-3.11,1.16,0.06,1,4.08,4.71,47.6,0.01,4.74,-0.2,4.13,0.56,5.3,4607,166
4915714,2000,1,3,19,33,18,115,8388.61,1020,165,-4,9.8,1.61,-0.06,5,0,0,0,1002,309,1526.64,42.37,860.87,41.71,10.08,-9602,6408,19154,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.72,47.2,0.01,4.75,-0.1,4.13,0.57,5.7,4608,167
4915931,2000,1,3,19,33,19,115,8385.33,992,109,-34,9.89,1.9,0.07,5,0,0,0,1002,309,1526.52,42.37,860.88,41.74,10.07,-7042,6610,-7223,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.72,47.4,0.01,4.71,-0.2,4.12,14.8,115.8,4609,215
4916195,2000,1,3,19,33,19,115,8388.61,1058,241,7,9.67,1.3,-0.21,5,0,0,0,1002,309,1526.61,42.38,860.87,41.72,10.06,-8322,6653,-20540,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0,1,4.07,4.72,47.5,0.02,4.71,-0.3,4.09,3.32,44.6,4610,166
4916412,2000,1,3,19,33,19,115,8388.61,1041,216,6,10.29,1.64,-0.11,5,0,0,0,1002,309,1526.86,42.38,860.85,41.74,10.06,-7042,6610,2498,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.71,47.2,0.02,4.7,0.1,4.13,0.88,,4611,168
4916631,2000,1,3,19,33,19,115,8388.61,1023,171,-3,9.83,1.62,-0.11,5,0,0,0,1002,309,1526.52,42.38,860.88,41.74,10.07,-6786,6627,-7223,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.7,46.9,0.02,4.69,-0.1,4.13,0.61,5.9,4612,213
4916893,2000,1,3,19,33,20,115,8388.61,1022,169,-8,9.77,1.57,-0.09,5,0,0,0,1002,309,1526.67,42.38,860.87,41.68,10.04,-12674,6543,26293,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.73,47,0.02,4.75,0,4.13,0.61,5.9,4613,170
4917112,2000,1,3,19,33,20,115,8385.33,1021,169,-9,9.78,1.6,-0.07,5,0,0,0,1002,309,1526.65,42.38,860.87,41.74,10.07,-6274,6529,10189,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.69,47.2,0.02,4.71,-0.2,4.13,0.58,5.9,4614,213
4917374,2000,1,3,19,33,20,115,8362.39,1021,172,-6,9.77,1.61,-0.08,5,0,0,0,1002,309,1526.81,42.38,860.86,41.75,10.06,-6018,6575,14531,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.68,47.4,0.02,4.73,0,4.13,0.61,6.1,4615,211
4917635,2000,1,3,19,33,20,115,8385.33,1020,168,-9,9.77,1.6,-0.1,5,0,0,0,1002,309,1526.76,42.38,860.86,41.76,10.07,-4738,6490,-7223,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.07,4.73,46.9,0.02,4.69,-0.3,4.13,0.59,5.8,4616,258
4917942,2000,1,3,19,33,21,115,8388.61,1020,171,-5,9.78,1.61,,5,0,0,0,1002,309,1526.9,42.39,860.85,41.77,10.05,-4226,6456,31163,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.69,47.1,0.01,4.74,-0.2,4.13,0.53,5.8,4617,170
4918161,2000,1,3,19,33,21,115,7549.75,1034,213,-4,9.41,0.7,-0.34,5,0,0,0,1002,309,1527.01,42.39,860.84,41.74,10.07,-7042,6610,10189,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.07,4.72,47.5,0.01,4.72,-0.1,4.1,3.93,37.6,4618,215
4918425,2000,1,3,19,33,21,115,8388.61,1047,278,22,9.7,1.5,-0.16,5,0,0,0,1002,309,1526.38,42.4,860.9,41.74,10.07,-6786,6627,-7223,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.71,47.6,0.01,4.7,0,4.11,19.83,186.6,4619,168
4918644,2000,1,3,19,33,21,115,8388.61,1024,169,-10,9.78,1.66,-0.08,5,0,0,0,1002,309,1527.1,42.4,860.84,41.76,10.08,-4482,6409,6609,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.73,47.1,0.02,4.66,-0.4,4.14,0.55,5.5,4620,168
4918863,2000,1,3,19,33,22,115,8388.61,1021,167,-9,9.8,1.59,-0.1,5,0,0,0,1002,309,1526.86,42.41,860.86,41.76,10.1,-4482,6409,-4640,-422.32,0.48,0,0.19,1,0.05,-3.11,1.16,0,1,4.07,4.74,47.1,0.02,4.72,0,4.13,0.56,5.8,4621,168
4919083,2000,1,3,19,33,22,115,8388.61,985,77,-34,10.08,2.27,0.14,5,0,0,0,1002,308,1526.91,42.41,860.86,41.76,10.09,-5250,6652,-28200,,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.77,46.9,0.02,4.71,-0.1,4.09,2.88,58.1,4622,167
4919302,2000,1,3,19,33,22,115,8388.61,1022,176,-14,9.35,1.03,-0.16,5,0,0,0,1002,308,1527.21,42.42,860.84,41.77,10.1,-3714,6500,-4640,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.72,47.3,0.02,4.74,-0.1,4.12,20,174.9,4623,168
4919519,2000,1,3,19,33,22,115,8388.2,1011,148,-20,9.31,0.45,-0.11,5,0,0,0,1002,308,1527.4,42.42,860.82,41.78,10.09,-2690,6560,-28200,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.67,47.8,0.02,4.72,0,4.13,0.53,5.7,4624,170
4919738,2000,1,3,19,33,22,115,8388.61,1021,168,-9,9.79,1.61,-0.13,5,0,0,0,1002,308,1527.21,42.42,860.84,41.75,10.12,-6018,6575,-3346,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.22,0.06,1,4.07,4.69,47.7,0.02,4.74,-0.3,4.13,0.55,5.5,4625,128
4919955,2000,1,3,19,33,23,115,8388.61,1018,172,-7,9.79,1.62,-0.08,5,0,0,0,1002,308,1527.26,42.42,860.83,41.75,10.11,-5506,6605,19430,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0,1,4.07,4.72,47.3,0.01,4.71,0.1,4.13,0.55,5.4,4626,170
4920174,2000,1,3,19,33,23,115,8388.61,1042,217,9,10.26,2.6,0.15,5,0,0,0,1002,308,1527.76,42.42,860.79,41.77,10.09,-3714,6500,-28200,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,,4.66,47.2,0.01,4.74,0,4.1,8.5,118.3,4627,168
4920393,2000,1,3,19,33,23,115,8387.79,1049,249,10,9.4,0.52,-0.26,5,0,0,0,1002,308,1527.19,42.42,860.84,41.77,10.11,-3714,6500,19430,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.68,47.7,0.02,4.74,-0.2,4.11,16.13,196.3,4628,213
4920655,2000,1,3,19,33,23,115,8388.61,1021,170,-8,9.8,1.58,-0.11,5,0,0,0,1002,308,1527.3,42.42,860.83,41.76,10.08,-4482,6409,6609,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.73,47.6,0.02,4.68,0,4.13,0.52,5.5,4629,170
4920875,2000,1,3,19,33,24,115,8388.61,1020,168,-4,9.76,1.64,-0.05,5,0,0,0,1002,308,1527.31,42.43,860.83,41.78,10.11,-2946,6545,19430,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.69,47.5,0.02,4.71,-0.1,4.14,0.52,5.5,4630,167
4921094,2000,1,3,19,33,24,115,8385.33,1017,167,-36,9.59,1.12,-0.13,5,0,0,0,1002,308,1527.14,42.43,860.85,41.8,10.1,-1410,6542,25821,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.71,47.4,0.02,4.67,-0.2,4.13,18.6,121.9,4631,213
4921356,2000,1,3,19,33,24,115,8388.61,1055,245,17,9.63,1.33,-0.22,5,0,0,0,1002,308,1527.58,42.43,860.81,41.75,10.09,-5506,6605,-16425,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.69,47.2,0.02,4.75,-0.2,4.1,9.32,57.3,4632,213
4921620,2000,1,3,19,33,24,115,8388.61,1023,167,-8,9.79,1.64,-0.06,5,0,0,0,1002,308,1527.36,42.44,860.83,41.78,10.07,-2690,6560,-32309,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.7,47.5,0.02,4.73,-0.2,4.13,0.53,5.7,4633,166
4921837,2000,1,3,19,33,25,115,8388.61,1023,172,-2,9.77,1.6,-0.07,5,0,0,0,1002,308,1527.13,42.43,860.85,41.77,10.11,-3714,6500,-28702,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.07,4.69,47.5,0.02,4.72,-0.1,4.13,0.55,5.2,4634,213
4922099,2000,1,3,19,33,25,115,8388.61,1057,263,17,10.01,2.2,-0.34,5,0,0,0,1002,308,1527.75,42.44,860.8,41.76,10.12,-4738,6490,-3346,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.7,47.1,0.02,4.76,-0.2,4.12,16.9,103.9,4635,168
4922316,2000,1,3,19,33,25,115,8388.61,988,76,-25,10,2.02,0.21,5,0,0,0,1002,308,1527.46,42.44,860.82,41.78,10.12,-2946,6545,-24083,-422.32,,0,0.19,0.99,0.05,-3.05,1.1,0,1,4.07,4.66,47,0.02,4.74,-0.2,4.1,8.22,46.4,4636,213
4922580,2000,1,3,19,33,25,115,8388.61,1021,176,-8,9.8,1.54,-0.07,5,0,0,0,1002,308,1527.29,42.45,860.84,41.79,10.13,-1922,6636,23541,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.73,47.5,0.02,4.69,-0.1,4.13,0.62,5.7,4637,166
4922798,2000,1,3,19,33,26,115,8388.61,1021,169,-6,9.77,1.63,-0.12,5,0,0,0,74,308,1527.35,42.45,860.84,41.74,10.11,-6786,6627,21736,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.7,47.2,0.01,4.71,-0.1,4.13,0.59,6,4638,168
