# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.2537597,707.3294712,-2.2342553,-8.6312672,7.1259485,10.2331903,57.744977,0.0378471,57.7449894,0.0375526,2.2549426,5.4972184,42.7033303,-77.1910233,9.7992083,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0220727,409549.5880193,0,6.6542471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004271,NaN,NaN,NaN,NaN,4.5116879,4.6163636,835.6932372,334.0964163,0.0812597,0.4032324
11.3441845,707.0939259,-2.9754944,-8.1973001,6.8257706,9.4542419,57.929622,0.0382551,57.9296347,0.0378366,1.8290149,4.7103036,42.7033303,-77.1910211,9.7992087,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0207682,392302.2248202,0,5.8910524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004071,NaN,NaN,NaN,NaN,4.3140806,4.6173584,835.7087291,334.0970192,0.0904248,0.4034043
11.5033379,706.5237084,-4.1901424,-7.6319344,7.0331767,8.9390289,58.1617725,0.038913,58.1617855,0.0383336,1.0883154,4.6540106,42.7033303,-77.1910182,9.7992095,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0210965,404230.1699805,0,6.0789746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004161,NaN,NaN,NaN,NaN,4.5604318,4.6188895,835.73257,334.097947,0.1591534,0.4035789
11.6628619,705.7705735,-5.2521352,-6.6572615,7.4010841,8.0026029,58.2788767,0.0394984,58.2788901,0.0388321,0.3798775,4.4410046,42.7033304,-77.1910168,9.7992112,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0217158,425394.7864968,0,6.441558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004767,NaN,NaN,NaN,NaN,4.8346477,4.6225959,835.790285,334.1001931,0.159524,0.4037812
11.8260657,704.8367077,-6.1920314,-5.7590328,7.7201977,7.0436993,58.2868613,0.0400259,58.286875,0.0393453,0.2820305,4.0555198,42.7033304,-77.1910167,9.7992135,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0222753,443763.0776918,0,6.778356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000566,NaN,NaN,NaN,NaN,4.8928918,4.6274913,835.8665142,334.1031597,0.1632038,0.4039475
11.9920561,703.7416514,-7.0021791,-4.8806901,8.0396449,6.072877,58.190266,0.0404936,58.1902801,0.0398711,0.8818547,3.6136822,42.7033304,-77.1910179,9.7992164,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.022999,462159.3539509,0,7.2267758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006652,NaN,NaN,NaN,NaN,4.8322141,4.6335614,835.9610362,334.1068382,0.1659904,0.4041171
12.1633148,702.4835802,-7.6898806,-4.0155721,8.3691831,5.1201515,57.9926566,0.0409087,57.992671,0.0404171,1.4258819,3.1766543,42.7033304,-77.1910203,9.7992198,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0239121,481144.6173046,0,7.8130894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007617,NaN,NaN,NaN,NaN,4.7287513,4.6406793,836.0718732,334.1111516,0.1712587,0.4042824
12.3477709,701.0121514,-8.2643612,-3.1144567,8.7430707,4.2918695,57.6794074,0.0412849,57.6794222,0.0410103,1.9705828,2.953016,42.7033304,-77.1910241,9.7992236,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0251625,502689.5172496,0,8.6528643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0008502,NaN,NaN,NaN,NaN,4.8239334,4.6488567,836.1992098,334.1161072,0.1844561,0.4044527
12.5613361,699.1944764,-8.7578404,-2.3106722,9.0671368,3.5060852,57.1984243,0.0416368,57.1984394,0.0417077,2.5337398,2.6369352,42.7033304,-77.19103,9.7992282,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0262243,521382.6965361,0,9.4002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009314,NaN,NaN,NaN,NaN,4.8817595,4.658421,836.3481417,334.1219031,0.2135652,0.4046155
12.8086028,696.9801088,-9.152925,-1.5978076,9.3214965,2.6781317,56.5062107,0.0419458,56.5062262,0.0425319,3.0651845,2.149279,42.7033304,-77.1910385,9.7992338,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0270969,536086.1486839,0,10.0383632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010089,NaN,NaN,NaN,NaN,4.8299111,4.6702359,836.5321191,334.129063,0.2472667,0.4047636
13.1400405,693.8936526,-9.4717255,-0.9618715,9.5525526,2.0049856,55.3936682,0.0422218,55.3936843,0.0436716,3.6482482,1.7591959,42.7033304,-77.1910521,9.7992406,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0279308,549470.6428467,0,10.6685895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010781,NaN,NaN,NaN,NaN,4.8882793,4.6846293,836.7562481,334.1377854,0.3314378,0.4049171
13.54147,690.0552061,-9.6521652,-0.449493,9.6761629,1.1992014,53.8395753,0.0423904,53.839592,0.0451117,4.0945465,1.1117734,42.7033304,-77.1910711,9.7992501,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0285458,556716.713804,0,11.1477824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011462,NaN,NaN,NaN,NaN,4.7755999,4.7046913,837.0686463,334.1499429,0.4014295,0.4050843
13.9890491,685.7200144,-9.7195657,-0.1505889,9.7206951,0.3058043,51.9802824,0.0424284,51.9802997,0.0467671,4.2136723,0.2661564,42.7033304,-77.1910939,9.7992619,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288955,559448.6154018,0,11.4278887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011945,NaN,NaN,NaN,NaN,4.3618456,4.7296412,837.4571578,334.1650625,0.4475792,0.4052394
14.4890491,680.8586388,-9.7259366,-0.0127417,9.7264927,0.2091704,49.8473486,0.0423552,49.8473665,0.0486841,4.3180631,0.2087819,42.7033304,-77.19112,9.7992752,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290913,559974.0333003,0,11.5893839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012095,NaN,NaN,NaN,NaN,4.4220694,4.7578199,837.8959477,334.1821389,0.5,0.4053883
14.9890491,675.9961933,-9.7238453,0.0041825,9.7242673,0.1820195,47.6655706,0.0422134,47.6655893,0.0507421,4.4090488,0.1819714,42.7033304,-77.1911467,9.7992901,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0291071,560060.7968844,0,11.6087862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012178,NaN,NaN,NaN,NaN,4.4996379,4.7894188,838.3879957,334.2012878,0.5,0.405537
15.4890491,671.1347203,-9.7220467,0.0035973,9.7222221,0.1166506,45.4464718,0.0420352,45.4464913,0.052995,4.4673463,0.1165951,42.7033304,-77.1911738,9.7993051,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290962,560157.791716,0,11.6069127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012245,NaN,NaN,NaN,NaN,4.5257429,4.8210247,838.8801521,334.220441,0.5,0.4059782
15.9890491,666.2806231,-9.6943421,0.0554092,9.7068575,1.012102,43.0864757,0.0418373,43.086496,0.0556346,4.9726384,1.0105841,42.7033304,-77.1912027,9.7993201,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0292399,559486.85109,0,11.728752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012289,NaN,NaN,NaN,NaN,5.4654004,4.8526243,839.37221,334.2395903,0.5,0.4062071
16.2977701,663.2864171,-9.7031516,-0.0285356,9.7119684,0.6074953,41.580236,0.0417071,41.5802569,0.0574706,4.7852989,0.6068247,42.7033304,-77.1912212,9.799335,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290582,559995.4321233,0,11.59021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001267,NaN,NaN,NaN,NaN,4.3715601,4.8841759,839.8635213,334.2587106,0.3087209,0.4063816
16.7977701,658.4320769,-9.7142091,-0.0221151,9.7153258,0.3019927,39.2252343,0.0414857,39.2252563,0.0605976,4.6347079,0.3011819,42.7033304,-77.19125,9.7993442,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290415,560321.013952,0,11.5810856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012524,NaN,NaN,NaN,NaN,4.4874153,4.9036383,840.1665823,334.2705048,0.5,0.4065341
17.2977701,653.5762705,-9.7090165,0.0103853,9.7114941,0.4496037,36.9640659,0.0412595,36.9640889,0.0639538,4.4099661,0.4494837,42.7033304,-77.1912776,9.7993591,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290896,560313.8667658,0,11.6262796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012413,NaN,NaN,NaN,NaN,4.1906101,4.9351915,840.6579183,334.289626,0.5,0.406703
17.7977701,648.7218287,-9.708751,0.000531,9.7102886,0.3499889,34.7153343,0.0410356,34.7153585,0.067727,4.5849603,0.3499885,42.7033304,-77.1913052,9.7993741,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290607,560458.0889677,0,11.6099696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012233,NaN,NaN,NaN,NaN,4.7577562,4.9667542,841.1494026,334.3087531,0.5,0.4068749
18.2977701,643.8675559,-9.7083401,0.0008218,9.7089526,0.2201385,32.395337,0.0408135,32.3953627,0.0721845,4.6950288,0.220137,42.7033304,-77.1913336,9.799389,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.029047,560594.568728,0,11.6058226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012368,NaN,NaN,NaN,NaN,4.8040846,4.9983081,841.6407489,334.3278747,0.5,0.4070482
18.7977701,639.0164357,-9.6961409,0.0243984,9.7015265,0.6644775,30.1308263,0.0405889,30.1308537,0.0771824,4.363014,0.6640295,42.7033304,-77.1913613,9.7994039,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0291028,560379.1078957,0,11.6572457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012456,NaN,NaN,NaN,NaN,4.0397985,5.0298609,842.132078,334.3469957,0.5,0.4072099
19.2977701,634.1666482,-9.7030088,-0.0137357,9.7040317,0.2894369,27.9854582,0.0403658,27.9854873,0.0826424,4.2184586,0.2891108,42.7033304,-77.1913875,9.7994188,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290111,560736.9493649,0,11.5907146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012185,NaN,NaN,NaN,NaN,4.0775646,5.0613932,842.6230881,334.3661043,0.5,0.4074029
19.7977701,629.3152146,-9.7027256,0.0005664,9.7027519,0.0482358,25.8822579,0.0401492,25.8822891,0.0888785,4.1943424,0.0482324,42.7033304,-77.1914133,9.7994337,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290178,560875.9561717,0,11.6027994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012083,NaN,NaN,NaN,NaN,4.171731,5.0929168,843.1139632,334.3852076,0.5,0.4076962
20.2977701,624.4651682,-9.69746,0.0105311,9.6989216,0.3465047,23.8283798,0.039938,23.8284133,0.0960316,4.0211701,0.3463446,42.7033304,-77.1914384,9.7994487,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290329,560867.3884323,0,11.6216773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012064,NaN,NaN,NaN,NaN,3.8527973,5.1244511,843.605005,334.4043174,0.5,0.4079124
20.7977701,619.6170982,-9.69482,0.00528,9.6965014,0.3671101,21.7719107,0.039732,21.771947,0.1045601,4.2047062,0.3670722,42.7033304,-77.1914636,9.7994636,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.029018,560940.0640316,0,11.6164854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011933,NaN,NaN,NaN,NaN,4.3852697,5.1559764,844.0959063,334.4234217,0.5,0.4080902
21.2977701,614.7694587,-9.6957379,-0.0018358,9.6958698,0.1011906,19.6569109,0.0395284,19.6569507,0.1152169,4.2552931,0.1011739,42.7033304,-77.1914894,9.7994785,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289896,561115.9627608,0,11.6005066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012065,NaN,NaN,NaN,NaN,4.3058511,5.1874889,844.5866077,334.4425183,0.5,0.4082556
21.7977701,609.9258852,-9.6785562,0.0343635,9.6858796,0.7735147,17.4326705,0.0393233,17.4327148,0.1292432,4.6416686,0.772751,42.7033304,-77.1915167,9.7994934,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290787,560749.9194587,0,11.6787375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012103,NaN,NaN,NaN,NaN,5.0182505,5.2189985,845.0772654,334.4616131,0.5,0.4084225
22.2977701,605.0833921,-9.6914162,-0.0257199,9.6915011,0.0846645,15.1017533,0.0391119,15.1018039,0.1483897,4.6820003,0.0806633,42.7033304,-77.1915452,9.7995083,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289371,561287.5692106,0,11.5719808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012386,NaN,NaN,NaN,NaN,4.7225772,5.2504817,845.5678937,334.4806919,0.5,0.4085724
22.7420597,600.7834418,-9.6651006,0.0592306,9.6813182,1.0432006,13.1243832,0.0389172,13.1244409,0.1698962,4.2192647,1.0415178,42.7033303,-77.1915694,9.7995232,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0291338,560925.9537106,0,11.7370015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001243,NaN,NaN,NaN,NaN,3.6591296,5.281958,846.0829962,334.4997665,0.4442897,0.40874
23.1531129,596.8068457,-9.6832275,-0.0440987,9.6832502,0.055922,11.3871357,0.0387375,11.3872016,0.1949117,4.2334002,0.0343887,42.7033303,-77.1915906,9.7995364,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288929,561240.4234706,0,11.549979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012048,NaN,NaN,NaN,NaN,4.2543627,5.3099076,846.5403876,334.516704,0.4110532,0.4089014
23.6531129,591.9662201,-9.6792749,0.0079053,9.6820524,0.4737716,9.2112224,0.0385242,9.211303,0.2396275,4.4702531,0.4737056,42.7033303,-77.1916173,9.7995487,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289795,561358.2008694,0,11.6250855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012075,NaN,NaN,NaN,NaN,4.702152,5.3357555,846.9633835,334.5323678,0.5,0.4090667
24.1531129,587.1289869,-9.6696578,0.0192341,9.6759163,0.7143499,6.8868345,0.0383114,6.8869411,0.3187329,4.8272985,0.7140909,42.7033303,-77.1916457,9.7995635,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0290087,561230.07009,0,11.6556839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012252,NaN,NaN,NaN,NaN,5.1752539,5.3672196,847.4782873,334.5514351,0.5,0.4092307
24.6531129,582.2914979,-9.6802981,-0.0212805,9.6803039,0.028957,4.4707305,0.0380914,4.4708928,0.4881587,4.8371175,0.0196379,42.7033303,-77.1916753,9.7995784,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289018,561712.0446235,0,11.5769181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012528,NaN,NaN,NaN,NaN,4.8477441,5.3986616,847.9928302,334.5704889,0.5,0.4093961
25.062236,578.3374975,-9.6488512,0.0768642,9.6730247,1.2010033,2.5920611,0.0379054,2.5923382,0.8378145,4.3467667,1.1985411,42.7033303,-77.1916983,9.7995933,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0291438,561516.8734556,0,11.7787583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012546,NaN,NaN,NaN,NaN,3.6633362,5.4301053,848.5074004,334.5895438,0.4091231,0.4095974
25.562236,573.507629,-9.6706225,-0.0435427,9.673301,0.4695461,0.4771181,0.0376804,0.4786037,4.5155627,4.1130052,0.4675228,42.7033303,-77.1917242,9.7996055,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288695,561718.561681,0,11.5638246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012129,NaN,NaN,NaN,NaN,3.8853822,5.4558063,848.9279927,334.6051186,0.5,0.4098118
26.062236,568.6723105,-9.6706516,-0.0000581,9.6720406,0.338757,-1.5370399,0.0374647,1.5374964,178.6037169,3.9436268,0.338757,42.7033303,-77.1917488,9.7996203,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289171,561872.0213258,0,11.6090482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011975,NaN,NaN,NaN,NaN,3.7797133,5.4872004,849.4417523,334.6241434,0.5,0.4099658
26.4957452,564.4830573,-9.6565191,0.0326002,9.6669468,0.814811,-3.3231409,0.0372856,3.32335,179.3571685,4.296572,0.8141586,42.7033303,-77.1917707,9.7996352,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289976,561802.7929356,0,11.6808117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011853,NaN,NaN,NaN,NaN,4.7454593,5.51863,849.9560916,334.6431898,0.4335092,0.4101277
26.9957452,559.65226,-9.66667,-0.020302,9.6679161,0.3169559,-5.510965,0.0370814,5.5110898,179.6144823,4.4547246,0.3163051,42.7033303,-77.1917974,9.7996481,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288699,562055.4574584,0,11.5842955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012098,NaN,NaN,NaN,NaN,4.609941,5.5458601,850.401708,334.6596912,0.5,0.4102921
27.4957452,554.8194501,-9.6645695,0.0042011,9.6655865,0.2905928,-7.702007,0.0368724,7.7020952,179.7257055,4.3094433,0.2905625,42.7033303,-77.1918243,9.7996629,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.028896,562146.269648,0,11.6122706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012229,NaN,NaN,NaN,NaN,4.1692358,5.5772603,850.9155664,334.6787197,0.5,0.4104591
27.9957452,549.987234,-9.6642948,0.0005495,9.6643168,0.0445376,-9.8511619,0.0366611,9.8512301,179.786775,4.2871762,0.0445342,42.7033303,-77.1918506,9.7996778,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288758,562298.6346369,0,11.6030365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012115,NaN,NaN,NaN,NaN,4.2665449,5.6086736,851.4296388,334.6977562,0.5,0.410625
28.4957452,545.1570539,-9.6564258,0.0157379,9.6590797,0.4653243,-12.0528822,0.0364507,12.0529373,179.8267251,4.5197053,0.4650581,42.7033303,-77.1918775,9.7996926,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289056,562219.8833425,0,11.6340216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012098,NaN,NaN,NaN,NaN,4.7461147,5.640083,851.9436481,334.7167903,0.5,0.4107866
28.9957452,540.3289009,-9.6561862,0.0004794,9.6578371,0.3699948,-14.2664855,0.0362382,14.2665315,179.8544638,4.334708,0.3699945,42.7033303,-77.1919046,9.7997075,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288683,562373.2852191,0,11.6110685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001227,NaN,NaN,NaN,NaN,4.15614,5.6714791,852.4574408,334.7358164,0.5,0.4109525
29.4491808,535.9530214,-9.644813,0.0250821,9.6526464,0.7328529,-16.3072907,0.036044,16.3073305,179.8733594,4.6668149,0.7324236,42.7033303,-77.1919296,9.7997224,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0289258,562296.4419369,0,11.6643902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012127,NaN,NaN,NaN,NaN,5.0556125,5.7028621,852.9710179,334.7548345,0.4534355,0.4111189
29.9455868,531.1629061,-9.6543704,-0.0192532,9.6547634,0.1809638,-18.6017557,0.0358288,18.6017902,179.8896428,4.5774933,0.1799367,42.7033303,-77.1919576,9.7997358,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288149,562624.0180414,0,11.5814365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012376,NaN,NaN,NaN,NaN,4.4903845,5.7313054,853.436486,334.772071,0.496406,0.4112904
30.4455868,526.3380343,-9.6451167,0.0185074,9.6487718,0.547607,-20.9589141,0.0356078,20.9589444,179.9026582,4.8511403,0.5472941,42.7033303,-77.1919865,9.7997505,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.028882,562498.2156551,0,11.6423521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012314,NaN,NaN,NaN,NaN,5.1166962,5.7624411,853.946017,334.7909393,0.5,0.4114417
30.9455868,521.5153971,-9.6454321,-0.0006308,9.6478604,0.4447967,-23.4400838,0.0353826,23.4401105,179.9135126,5.0735385,0.4447963,42.7033303,-77.1920169,9.7997654,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288375,562669.938284,0,11.6135623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012526,NaN,NaN,NaN,NaN,5.2899862,5.7938028,854.4592451,334.8099445,0.5,0.4116055
31.3725197,517.3993884,-9.6363262,0.0213286,9.6447146,0.7264552,-25.5399668,0.0351839,25.5399911,179.9210694,4.7635245,0.726142,42.7033303,-77.1920426,9.7997802,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288855,562711.0434516,0,11.659201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012712,NaN,NaN,NaN,NaN,4.3613612,5.8251499,854.9722354,334.8289409,0.4269329,0.4117767
31.8725197,512.5803328,-9.6398958,-0.0071392,9.6429005,0.4993796,-27.859313,0.0349485,27.8593349,179.9281245,4.5138602,0.4993286,42.7033303,-77.1920709,9.7997929,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0288157,562796.754061,0,11.6088991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012447,NaN,NaN,NaN,NaN,4.2731578,5.851904,855.4100608,334.8451538,0.5,0.4119423
32.3725197,507.7594458,-9.6436525,-0.0075133,9.6437242,0.0792206,-30.1063852,0.034718,30.1064052,179.9339278,4.4744285,0.0788635,42.7033303,-77.1920984,9.7998077,NaN,NaN,NaN,NaN,1184,82,NaN,NaN,NaN,NaN,NaN,0.0287884,563069.0264495,0,11.59387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001225,NaN,NaN,NaN,NaN,4.4372374,5.8832278,855.9226702,334.8641361,0.5,0.4121057
