timestamp (ms),accx (m/s^2),accy (m/s^2),accz (m/s^2),gyrox (rad/s),gyroy (rad/s),gyroz (rad/s),pressure (kPa)
67,-0.28200000524520874,0.8849999904632568,10.413000106811523,0.00800000037997961,-0.03400000184774399,0.02800000086426735,0.0
69,-0.2630000114440918,0.9760000109672546,10.407999992370605,0.007000000216066837,-0.02500000037252903,0.03200000151991844,0.0
71,-0.3109999895095825,0.9470000267028809,10.461000442504883,-0.004000000189989805,-0.02500000037252903,0.03400000184774399,0.0
74,-0.29100000858306885,0.9279999732971191,10.39900016784668,-0.004000000189989805,-0.03400000184774399,0.03500000014901161,0.0
76,-0.3059999942779541,0.9369999766349792,10.394000053405762,0.007000000216066837,-0.020999999716877937,0.039000000804662704,0.0
78,-0.2630000114440918,0.9039999842643738,10.451000213623047,0.007000000216066837,-0.02800000086426735,0.03700000047683716,0.0
80,-0.33399999141693115,0.9470000267028809,10.489999771118164,0.009999999776482582,-0.02800000086426735,0.04800000041723251,0.0
84,-0.2720000147819519,0.9470000267028809,10.437000274658203,0.007000000216066837,-0.03200000151991844,0.03200000151991844,0.0
86,-0.33000001311302185,0.8849999904632568,10.418000221252441,0.013000000268220901,-0.023000000044703484,0.0430000014603138,0.0
88,-0.20499999821186066,0.8899999856948853,10.484999656677246,0.008999999612569809,-0.026000000536441803,0.035999998450279236,0.0
125,-0.0860000029206276,0.7799999713897705,10.307999610900879,0.012000000104308128,-0.024000000208616257,0.041999999433755875,0.0
127,-0.2150000035762787,1.027999997138977,10.442000389099121,0.017999999225139618,-0.026000000536441803,0.017000000923871994,0.0
129,-0.1720000058412552,0.8510000109672546,10.427000045776367,0.006000000052154064,-0.026000000536441803,0.03500000014901161,0.0
131,-0.19099999964237213,0.9179999828338623,10.517999649047852,0.013000000268220901,-0.026000000536441803,0.019999999552965164,0.0
135,-0.12399999797344208,0.8610000014305115,10.560999870300293,0.007000000216066837,-0.019999999552965164,0.03200000151991844,0.0
137,-0.3490000069141388,1.003999948501587,10.418000221252441,0.00800000037997961,-0.020999999716877937,0.009999999776482582,0.0
139,-0.16200000047683716,0.8659999966621399,10.380000114440918,0.00800000037997961,-0.026000000536441803,0.02500000037252903,0.0
141,-0.20000000298023224,1.2050000429153442,10.475000381469727,0.007000000216066837,-0.026000000536441803,0.013000000268220901,0.0
145,-0.16200000047683716,0.8320000171661377,10.29800033569336,0.007000000216066837,-0.02500000037252903,0.019999999552965164,0.0
147,-0.16699999570846558,0.9710000157356262,10.307999610900879,0.009999999776482582,-0.020999999716877937,0.006000000052154064,0.0
149,-0.10499999672174454,1.0,10.54699993133545,0.008999999612569809,-0.02800000086426735,0.014000000432133675,0.0
151,-0.23899999260902405,1.0570000410079956,10.388999938964844,0.013000000268220901,-0.03500000014901161,0.009999999776482582,0.0
154,-0.3540000021457672,1.0570000410079956,10.288999557495117,0.0010000000474974513,-0.023000000044703484,0.013000000268220901,0.0
156,-0.03799999877810478,1.0520000457763672,10.503999710083008,0.014000000432133675,-0.02500000037252903,0.017999999225139618,0.0
158,-0.3490000069141388,0.6259999871253967,10.666999816894531,-0.0010000000474974513,-0.02500000037252903,0.020999999716877937,0.0
160,-0.1770000010728836,1.24399995803833,10.418000221252441,0.013000000268220901,-0.01899999938905239,0.012000000104308128,0.0
164,-0.1809999942779541,0.6169999837875366,10.576000213623047,0.009999999776482582,-0.024000000208616257,0.017000000923871994,0.0
166,-0.3580000102519989,1.0479999780654907,10.20199966430664,0.00800000037997961,-0.01899999938905239,0.017999999225139618,0.0
168,-0.28700000047683716,0.9089999794960022,10.317000389099121,0.014000000432133675,-0.028999999165534973,0.017000000923871994,0.0
170,-0.3919999897480011,0.7889999747276306,10.536999702453613,0.007000000216066837,-0.019999999552965164,0.020999999716877937,0.0
174,-0.3149999976158142,0.9900000095367432,10.513999938964844,0.012000000104308128,-0.023000000044703484,0.014000000432133675,0.0
176,-0.06199999898672104,0.9039999842643738,10.465999603271484,0.017000000923871994,-0.03500000014901161,0.009999999776482582,0.0
178,-0.20499999821186066,1.11899995803833,10.484999656677246,0.00800000037997961,-0.014999999664723873,0.014999999664723873,0.0
180,-0.2770000100135803,0.8989999890327454,10.517999649047852,0.017000000923871994,-0.019999999552965164,0.019999999552965164,0.0
184,-0.052000001072883606,1.0670000314712524,10.576000213623047,0.009999999776482582,-0.01899999938905239,0.023000000044703484,0.0
186,-0.05700000002980232,0.9850000143051147,10.039999961853027,0.004000000189989805,-0.017999999225139618,0.020999999716877937,0.0
188,-0.052000001072883606,0.6359999775886536,10.03499984741211,-0.0010000000474974513,-0.026000000536441803,0.02800000086426735,0.0
190,-0.3580000102519989,0.9950000047683716,10.364999771118164,0.009999999776482582,-0.014000000432133675,0.02800000086426735,0.0
192,-0.28700000047683716,0.550000011920929,10.321999549865723,0.00800000037997961,-0.014000000432133675,0.029999999329447746,0.0
195,-0.5740000009536743,0.8560000061988831,11.25100040435791,0.014000000432133675,-0.012000000104308128,0.01899999938905239,0.0
197,-0.3540000021457672,1.5169999599456787,10.321999549865723,0.013000000268220901,-0.019999999552965164,0.024000000208616257,0.0
199,-0.3869999945163727,1.1579999923706055,10.479999542236328,0.008999999612569809,-0.01899999938905239,0.02800000086426735,0.0
201,-0.4830000102519989,0.492000013589859,10.260000228881836,0.0,-0.02800000086426735,0.026000000536441803,0.0
205,-0.11400000005960464,0.4059999883174896,10.222000122070312,0.004000000189989805,-0.026000000536441803,0.024000000208616257,0.0
207,0.4009999930858612,1.0570000410079956,9.968000411987305,0.004000000189989805,-0.01899999938905239,0.024000000208616257,0.0
209,-0.01899999938905239,0.4830000102519989,10.628000259399414,0.008999999612569809,-0.023000000044703484,0.026000000536441803,0.0
211,-0.722000002861023,0.531000018119812,10.753000259399414,0.008999999612569809,-0.019999999552965164,0.026000000536441803,0.0
215,-0.5260000228881836,0.515999972820282,13.958999633789062,-0.0010000000474974513,-0.03099999949336052,0.012000000104308128,0.0
217,-0.7360000014305115,0.45399999618530273,14.690999984741211,-0.003000000026077032,-0.026000000536441803,0.014999999664723873,0.0
219,0.0860000029206276,-0.05700000002980232,17.520000457763672,-0.003000000026077032,-0.0020000000949949026,-0.003000000026077032,0.0
221,-0.7940000295639038,0.6980000138282776,19.562999725341797,-0.03200000151991844,0.041999999433755875,-0.0430000014603138,0.0
225,-1.5880000591278076,-8.440999984741211,-5.449999809265137,0.20600000023841858,0.09200000017881393,-0.02800000086426735,0.0
227,6.833000183105469,3.315999984741211,-7.2210001945495605,0.10899999737739563,0.020999999716877937,0.06700000166893005,0.0
229,-0.16699999570846558,-4.449999809265137,-3.1529998779296875,0.07500000298023224,0.008999999612569809,-0.04800000041723251,0.0
231,-9.053999900817871,-1.027999997138977,74.4739990234375,-0.10000000149011612,-0.36500000953674316,-0.11599999666213989,0.0
234,-10.446999549865723,4.197000026702881,147.177001953125,-1.402999997138977,-0.15199999511241913,0.718999981880188,0.0
237,-9.187999725341797,12.685999870300293,37.457000732421875,0.9660000205039978,1.694000005722046,-0.08900000154972076,0.0
239,-43.51499938964844,-35.939998626708984,-30.268999099731445,0.6359999775886536,-1.378000020980835,-0.5419999957084656,0.0
241,-52.827999114990234,8.440999984741211,-76.55999755859375,1.2649999856948853,0.11900000274181366,-0.30000001192092896,0.0
244,23.444000244140625,13.006999969482422,-14.041000366210938,-0.7699999809265137,-5.864999771118164,0.5249999761581421,0.0
246,-34.49399948120117,23.770000457763672,156.79600524902344,-3.628000020980835,-8.730999946594238,2.053999900817871,0.0
248,-156.79600524902344,23.35300064086914,156.79600524902344,3.489000082015991,-1.0709999799728394,3.1579999923706055,0.0
250,87.18900299072266,-67.24700164794922,40.64400100708008,-3.367000102996826,-1.933000087738037,0.7620000243186951,0.0
254,-70.98999786376953,33.70500183105469,-37.624000549316406,0.7730000019073486,-4.194000244140625,2.0810000896453857,0.0
256,80.39399719238281,-80.93399810791016,156.79600524902344,1.8480000495910645,-4.065000057220459,-0.6470000147819519,0.0
258,-3.5980000495910645,54.207000732421875,154.14999389648438,2.822999954223633,5.120999813079834,1.75,0.0
260,-3.5409998893737793,-55.48899841308594,-5.909999847412109,-0.041999999433755875,-5.039000034332275,-0.9179999828338623,0.0
264,1.5789999961853027,87.72000122070312,155.1790008544922,1.4070000648498535,1.5910000801086426,-0.13600000739097595,0.0
266,-33.10200119018555,-0.2770000100135803,152.67599487304688,-0.5569999814033508,-1.0800000429153442,-1.409000039100647,0.0
