TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
<T144RITpl>,2025-06-11,13:27:26.836,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.4,3,0,0,-23,0x03,31,5,18,1,-95,-100,2504.19,-8.754,2504.202,140.821,0%,4.089,3.816,1913,1574,4730,2055,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:27.796,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.6,3,0,0,-131,0x03,31,5,18,1,-95,-99,2504.19,-8.597,2504.208,140.821,0%,4.089,3.814,1914,1575,4730,2056,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:28.786,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.8,3,0,0,-79,0x03,31,5,18,1,-95,-99,2504.19,-8.406,2504.208,140.821,0%,4.089,3.812,1915,1576,4730,2057,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:29.837,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.9,3,0,0,135,0x03,31,5,18,1,-95,-99,2504.19,-8.256,2504.207,140.821,0%,4.077,3.814,1916,1577,4730,2058,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:30.887,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,-65,0x03,31,5,18,1,-94,-99,2504.19,-8.029,2504.206,158.004,0%,4.077,3.814,1917,1578,4730,2059,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:31.848,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.3,3,0,0,-80,0x03,31,3,19,2,-95,-99,2504.19,-7.892,2504.206,140.821,0%,4.077,3.815,1918,1579,4730,2060,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:32.866,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,-54,0x03,31,5,18,1,-95,-99,2504.21,-7.708,2504.220,140.822,0%,4.090,3.814,1919,1580,4730,2061,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:33.888,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.7,3,0,0,-71,0x03,31,5,18,1,-95,-99,2504.20,-7.495,2504.212,140.822,0%,4.090,3.814,1920,1581,4730,2062,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:34.849,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.9,3,0,0,163,0x03,31,4,19,1,-95,-99,2504.20,-7.298,2504.212,140.822,0%,4.090,3.815,1921,1582,4730,2063,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:35.777,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.1,3,0,0,175,0x03,31,5,18,1,-95,-99,2504.21,-7.101,2504.218,140.822,0%,4.088,3.813,1922,1583,4730,2064,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:36.797,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.2,3,0,0,-111,0x03,31,6,18,1,-94,-99,2504.20,-6.924,2504.210,158.004,0%,4.088,3.814,1923,1584,4730,2065,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:37.787,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.3,3,0,0,46,0x03,31,5,18,1,-95,-99,2504.19,-6.842,2504.203,140.821,0%,4.088,3.815,1924,1585,4730,2066,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:38.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.5,3,0,0,-16,0x03,31,5,17,2,-95,-99,2504.19,-6.688,2504.203,140.821,0%,4.088,3.813,1925,1586,4730,2067,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:39.831,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.5,3,0,0,139,0x03,31,6,17,1,-94,-99,2504.20,-6.684,2504.210,158.004,0%,4.088,3.816,1926,1587,4730,2068,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:40.787,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.6,3,0,0,-85,0x03,31,6,17,1,-95,-99,2504.19,-6.556,2504.202,140.821,0%,4.088,3.814,1927,1588,4730,2069,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:41.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,-48,0x03,31,6,17,1,-95,-99,2504.17,-6.441,2504.180,140.820,0%,4.088,3.814,1928,1589,4730,2070,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:42.804,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,-100,0x03,31,6,17,1,-95,-99,2504.19,-6.428,2504.195,140.821,0%,4.088,3.814,1929,1590,4730,2071,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:43.789,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,-48,0x03,31,6,17,1,-95,-99,2504.18,-6.448,2504.187,140.820,0%,4.088,3.813,1930,1591,4730,2072,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:44.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,102,0x03,31,4,16,4,-94,-99,2504.19,-6.432,2504.202,158.004,0%,4.088,3.813,1931,1592,4730,2073,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:45.829,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.8,3,0,0,-106,0x03,31,6,16,2,-95,-98,2504.21,-6.409,2504.216,140.822,0%,4.088,3.814,1932,1593,4730,2074,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:46.906,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.8,3,0,0,36,0x03,31,5,17,2,-95,-99,2504.22,-6.359,2504.224,140.822,0%,4.088,3.814,1933,1594,4730,2075,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:47.777,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.8,3,0,0,65,0x03,31,5,17,2,-94,-97,2504.24,-6.382,2504.253,158.007,0%,4.088,3.814,1934,1595,4730,2076,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:48.798,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,113,0x03,31,5,17,2,-94,-98,2504.25,-6.438,2504.260,158.008,0%,4.088,3.813,1935,1596,4730,2077,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:49.789,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,19,0x03,31,5,17,2,-94,-99,2504.25,-6.438,2504.260,158.008,0%,4.088,3.814,1936,1597,4730,2078,14,140-Tracker,31.03522,-103.51935,2921.7,3,4.127,-106,0.0
<T144RITpl>,2025-06-11,13:27:50.780,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,81,0x03,31,5,17,1,-95,-99,2504.26,-6.491,2504.268,140.825,0%,4.088,3.816,1937,1598,18,2079,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:51.796,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.5,3,0,0,160,0x03,31,6,16,1,-94,-99,2504.26,-6.674,2504.268,158.008,0%,4.088,3.814,1938,1599,18,2080,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:52.877,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.3,3,0,0,156,0x03,31,5,17,1,-94,-99,2504.26,-6.861,2504.269,158.008,0%,4.088,3.814,1939,1600,18,2081,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:53.779,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.2,3,0,0,-86,0x03,31,5,17,2,-95,-99,2504.26,-6.943,2504.269,140.825,0%,4.075,3.814,1940,1601,18,2082,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:54.827,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.1,3,0,0,-163,0x03,31,3,19,2,-95,-99,2504.27,-7.025,2504.277,140.825,0%,4.075,3.813,1941,1602,18,2083,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:55.821,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.0,3,0,0,39,0x03,31,4,19,1,-95,-99,2504.28,-7.186,2504.292,140.826,0%,4.075,3.814,1942,1603,18,2084,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:56.897,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.7,3,0,0,-61,0x03,31,4,19,1,-94,-99,2504.30,-7.413,2504.307,158.010,0%,4.088,3.813,1943,1604,18,2085,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:57.946,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,131,0x03,31,4,18,2,-94,-98,2504.30,-7.626,2504.315,158.011,0%,4.088,3.814,1944,1605,18,2086,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:58.908,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.4,3,0,0,55,0x03,31,4,18,2,-94,-99,2504.33,-7.800,2504.338,158.012,0%,4.088,3.813,1945,1606,18,2087,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:27:59.811,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.3,3,0,0,-98,0x03,31,4,18,2,-94,-98,2504.34,-7.895,2504.353,158.013,0%,4.088,3.814,1946,1607,18,2088,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:00.799,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.2,3,0,0,10,0x03,31,4,18,2,-93,-99,2504.35,-7.997,2504.360,177.294,0%,4.088,3.813,1947,1608,18,2089,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:01.788,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,135,0x03,31,4,18,2,-95,-99,2504.36,-8.092,2504.375,140.831,0%,4.088,3.814,1948,1609,18,2090,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:02.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,65,0x03,31,4,19,1,-96,-99,2504.38,-8.088,2504.390,125.516,0%,4.088,3.814,1949,1610,18,2091,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:03.888,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.0,3,0,0,102,0x03,31,4,18,2,-94,-99,2504.41,-8.141,2504.427,158.018,0%,4.088,3.813,1950,1611,18,2092,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:04.823,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,3,0x03,31,4,19,1,-96,-99,2504.44,-8.095,2504.456,125.519,0%,4.088,3.815,1951,1612,18,2093,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:05.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,172,0x03,31,4,19,1,-93,-99,2504.46,-8.039,2504.478,177.303,0%,4.088,3.812,1952,1613,18,2094,14,140-Tracker,31.03522,-103.51933,2912.4,3,4.122,-107,0.0
<T144RITpl>,2025-06-11,13:28:06.798,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,-117,0x03,31,8,16,1,-95,-100,2504.49,-8.020,2504.507,140.838,0%,4.088,3.801,1953,1614,20,2095,14,VT TRK,31.05706,-103.54572,2897.3,3,4.079,-110,0.0
<T144RITpl>,2025-06-11,13:28:07.818,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.2,3,0,0,-153,0x03,31,6,17,1,-96,-99,2504.49,-8.010,2504.507,125.522,0%,4.088,3.815,1954,1615,20,2096,14,VT TRK,31.05706,-103.54572,2897.3,3,4.079,-110,0.0
<T144RITpl>,2025-06-11,13:28:08.808,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,-49,0x03,31,5,18,1,-95,-99,2504.49,-8.020,2504.507,140.838,0%,4.088,3.814,1955,1616,20,2097,14,VT TRK,31.05706,-103.54572,2897.3,3,4.079,-110,0.0
<T144RITpl>,2025-06-11,13:28:09.827,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.0,3,0,0,149,0x03,31,5,18,1,-95,-99,2504.50,-8.128,2504.515,140.838,0%,4.088,3.813,1956,1617,20,2098,14,VT TRK,31.05706,-103.54572,2897.3,3,4.079,-110,0.0
<T144RITpl>,2025-06-11,13:28:10.789,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.0,3,0,0,19,0x03,31,6,17,1,-96,-99,2504.50,-8.138,2504.515,125.522,0%,4.088,3.814,1957,1618,20,2099,14,VT TRK,31.05706,-103.54572,2897.3,3,4.079,-110,0.0
<T144RITpl>,2025-06-11,13:28:11.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.1,3,0,0,67,0x03,31,5,18,1,-96,-99,2504.49,-8.023,2504.500,125.522,0%,4.088,3.814,1958,1619,22,2100,14,140-Tracker,31.03519,-103.51932,2934.4,3,4.126,-104,0.0
<T144RITpl>,2025-06-11,13:28:12.858,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.2,3,0,0,63,0x03,31,5,18,1,-95,-100,2504.49,-8.010,2504.500,140.838,0%,4.088,3.815,1959,1620,22,2101,14,140-Tracker,31.03519,-103.51932,2934.4,3,4.126,-104,0.0
<T144RITpl>,2025-06-11,13:28:13.788,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.0,3,0,0,141,0x03,31,6,17,1,-94,-99,2504.47,-8.141,2504.485,158.021,0%,4.088,3.813,1960,1621,22,2102,14,140-Tracker,31.03519,-103.51932,2934.4,3,4.126,-104,0.0
<T144RITpl>,2025-06-11,13:28:14.778,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.9,3,0,0,-59,0x03,31,5,18,1,-94,-99,2504.47,-8.252,2504.486,158.021,0%,4.089,3.801,1961,1622,22,2103,14,140-Tracker,31.03519,-103.51932,2934.4,3,4.126,-104,0.0
<T144RITpl>,2025-06-11,13:28:15.830,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.9,3,0,0,63,0x03,31,5,18,1,-95,-99,2504.45,-8.262,2504.464,140.836,0%,4.089,3.816,1962,1623,24,2104,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:17.146,31.03761,-103.53694,2953.2,31.04428,-103.53506,2944.9,3,0,0,45,0x03,31,5,18,2,-95,-98,2504.42,-8.302,2504.434,140.834,0%,4.089,3.813,1963,1624,24,2105,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:17.926,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.0,3,0,0,-19,0x03,31,4,19,1,-95,-99,2504.39,-8.131,2504.405,140.832,0%,4.088,3.815,1964,1625,24,2106,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:18.799,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.2,3,0,0,-45,0x03,31,4,19,1,-96,-100,2504.35,-7.947,2504.367,125.515,0%,4.088,3.814,1965,1626,24,2107,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:19.816,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.3,3,0,0,120,0x03,31,5,17,2,-96,-98,2504.33,-7.872,2504.345,125.514,0%,4.087,3.813,1966,1627,24,2108,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:20.779,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,171,0x03,31,5,18,1,-95,-99,2504.33,-7.672,2504.337,140.829,0%,4.087,3.814,1967,1628,24,2109,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:21.798,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,119,0x03,31,5,17,2,-95,-99,2504.32,-7.698,2504.330,140.828,0%,4.087,3.814,1968,1629,24,2110,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:22.906,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.4,3,0,0,-33,0x03,31,5,17,2,-95,-99,2504.32,-7.744,2504.330,140.828,0%,4.089,3.815,1969,1630,24,2111,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:23.866,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,-53,0x03,31,5,18,1,-93,-99,2504.33,-7.691,2504.337,177.293,0%,4.089,3.813,1970,1631,24,2112,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:25.066,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.4,3,0,0,13,0x03,31,5,18,1,-96,-99,2504.32,-7.770,2504.330,125.513,0%,4.088,3.814,1971,1632,24,2113,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:25.908,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.4,3,0,0,-136,0x03,31,5,18,1,-95,-100,2504.32,-7.777,2504.330,140.828,0%,4.088,3.815,1972,1633,24,2114,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:26.838,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.3,3,0,0,149,0x03,31,5,18,1,-96,-99,2504.32,-7.846,2504.330,125.513,0%,4.088,3.812,1973,1634,24,2115,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:27.827,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.3,3,0,0,171,0x03,31,5,18,1,-95,-99,2504.33,-7.816,2504.338,140.829,0%,4.089,3.813,1974,1635,24,2116,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:28.819,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.4,3,0,0,-90,0x03,31,5,17,2,-95,-100,2504.31,-7.780,2504.323,140.828,0%,4.089,3.815,1975,1636,24,2117,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:29.836,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.5,3,0,0,-65,0x03,31,3,19,2,-95,-100,2504.32,-7.682,2504.330,140.828,0%,4.089,3.814,1976,1637,24,2118,14,140-Tracker,31.03519,-103.51932,2931.3,3,4.131,-102,0.0
<T144RITpl>,2025-06-11,13:28:30.803,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.6,3,0,0,-107,0x03,31,8,16,0,-93,-97,2504.33,-7.586,2504.337,177.293,0%,4.090,3.813,1977,1638,28,2119,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:31.819,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.7,3,0,0,180,0x03,31,6,16,2,-95,-99,2504.32,-7.426,2504.329,140.828,0%,4.090,3.813,1978,1639,28,2120,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:32.837,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.9,3,0,0,-124,0x03,31,4,19,1,-94,-99,2504.30,-7.294,2504.314,158.011,0%,4.090,3.813,1979,1640,28,2121,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:33.799,31.03761,-103.53694,2953.2,31.04428,-103.53506,2945.9,3,0,0,27,0x03,31,4,19,2,-96,-97,2504.29,-7.219,2504.299,125.512,0%,4.088,3.813,1980,1641,28,2122,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:34.819,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.0,3,0,0,-57,0x03,31,5,18,2,-95,-99,2504.28,-7.173,2504.292,140.826,0%,4.088,3.815,1981,1642,28,2123,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:35.928,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.0,3,0,0,153,0x03,31,4,19,2,-94,-98,2504.27,-7.160,2504.284,158.009,0%,4.088,3.812,1982,1643,28,2124,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:36.798,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.0,3,0,0,-14,0x03,31,5,18,2,-95,-99,2504.27,-7.137,2504.284,140.826,0%,4.088,3.814,1983,1644,28,2125,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:38.087,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.0,3,0,0,-45,0x03,31,4,20,1,-95,-98,2504.27,-7.167,2504.284,140.826,0%,4.088,3.813,1984,1645,28,2126,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:38.779,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.1,3,0,0,-122,0x03,31,4,20,1,-96,-99,2504.27,-7.075,2504.277,125.511,0%,4.088,3.815,1985,1646,28,2127,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:39.799,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.3,3,0,0,116,0x03,31,5,18,2,-95,-99,2504.27,-6.868,2504.276,140.825,0%,4.088,3.814,1986,1647,28,2128,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:40.907,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.4,3,0,0,-29,0x03,31,4,20,1,-95,-99,2504.27,-6.776,2504.283,140.826,0%,4.088,3.815,1987,1648,28,2129,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:41.777,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.3,3,0,0,132,0x03,31,3,20,2,-95,-99,2504.29,-6.815,2504.298,140.827,0%,4.088,3.814,1988,1649,28,2130,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:42.798,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.4,3,0,0,-88,0x03,31,3,20,2,-94,-99,2504.29,-6.766,2504.298,158.010,0%,4.088,3.813,1989,1650,28,2131,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:43.789,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.4,3,0,0,-107,0x03,31,3,20,2,-96,-99,2504.29,-6.789,2504.298,125.512,0%,4.088,3.813,1990,1651,28,2132,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:44.807,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.4,3,0,0,-62,0x03,31,3,20,2,-96,-99,2504.28,-6.717,2504.291,125.511,0%,4.088,3.800,1991,1652,28,2133,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:45.828,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.5,3,0,0,-79,0x03,31,3,20,2,-92,-99,2504.27,-6.691,2504.283,198.922,0%,4.088,3.814,1992,1653,28,2134,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:46.817,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.7,3,0,0,151,0x03,31,3,20,2,-95,-98,2504.27,-6.445,2504.282,140.826,0%,4.088,3.819,1993,1654,28,2135,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:47.808,31.03761,-103.53694,2953.2,31.04428,-103.53506,2946.8,3,0,0,-161,0x03,31,3,20,2,-95,-99,2504.27,-6.313,2504.282,140.826,0%,4.088,3.814,1994,1655,28,2136,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:48.856,31.03761,-103.53694,2953.2,31.04428,-103.53506,2947.0,3,0,0,-114,0x03,31,3,20,2,-95,-99,2504.29,-6.195,2504.296,140.827,0%,4.088,3.813,1995,1656,28,2137,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
<T144RITpl>,2025-06-11,13:28:49.847,31.03761,-103.53694,2953.2,31.04428,-103.53506,2947.0,3,0,0,29,0x03,31,3,20,2,-96,-99,2504.30,-6.120,2504.304,125.512,0%,4.088,3.815,1996,1657,28,2138,14,140-Tracker,31.03520,-103.51932,2927.3,3,4.126,-106,0.0
